'Marital status','Application mode','Application order',Course,'Daytime/evening attendance','Previous qualification','Previous qualification (grade)',Nacionality,Mother_qualification,Father_qualification,Mother_occupation,Father_occupation,'Admission grade',Displaced,'Educational special needs',Debtor,'Tuition fees up to date',Gender,'Scholarship holder','Age at enrollment','Curricular units 1st sem (credited)','Curricular units 1st sem (enrolled)','Curricular units 1st sem (evaluations)','Curricular units 1st sem (approved)','Curricular units 1st sem (grade)','Curricular units 1st sem (without evaluations)','Curricular units 2nd sem (credited)','Curricular units 2nd sem (enrolled)','Curricular units 2nd sem (evaluations)','Curricular units 2nd sem (approved)','Curricular units 2nd sem (grade)','Curricular units 2nd sem (without evaluations)','Unemployment rate','Inflation rate',GDP,Target
single,'3rd phase - general contingent',1,'Animation and Multimedia Design',1,'Secondary education',121,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Intermediate Level Technicians and Professions',1.1473684210526314,1,0,0,1,0,0,0.5660377358490566,3.75,3.269230769230769,2.0,3.269230769230769,3.0463576158940397,0.0,4.2105263157894735,3.695652173913043,2.5757575757575757,4.25,3.2782805781935256,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'1st phase - general contingent',1,'Communication Design',1,'Secondary education',124,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Skilled Workers in Industry; Construction and Craftsmen','Unskilled Workers',1.952631578947368,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,1.1111111111111112,0.38461538461538464,2.781456953642384,0.0,0.0,1.3043478260869565,0.9090909090909092,0.75,2.9615383931952683,0.0,0.0,3.777777777777778,2.892998678996037,Enrolled
single,'1st phase - general contingent',1,'Veterinary Nursing',1,'Secondary education',105,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Installation and Machine Operators and Assembly Workers','Installation and Machine Operators and Assembly Workers',0.39999999999999974,0,1,0,1,0,0,0.3773584905660377,0.0,1.153846153846154,1.4444444444444442,0.7692307692307693,3.178807947019868,0.0,0.0,1.3043478260869565,2.5757575757575757,0.5,3.096153774704144,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Enrolled
single,'1st phase - general contingent',1,'Journalism and Communication',1,'Secondary education',121,Portuguese,'Higher Education - Degree','Higher Education - Degree','Specialists in Intellectual and Scientific Activities','Specialists in Intellectual and Scientific Activities',0.9105263157894736,1,0,1,0,0,0,0.09433962264150943,0.0,1.153846153846154,0.7777777777777778,0.9615384615384616,3.2317880794701987,0.0,0.0,1.3043478260869565,1.6666666666666665,1.0,3.096153774704144,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Dropout
single,'1st phase - general contingent',1,'Animation and Multimedia Design',1,'Secondary education',143,Portuguese,'Other - 11th Year of Schooling','Other - 11th Year of Schooling','Administrative staff','Representatives of the Legislative Power and Executive Bodies; Directors; Directors and Executive Managers',3.173684210526316,1,1,0,1,0,0,0.09433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'Short cycle diploma holders',1,'Veterinary Nursing',1,'Professional higher technical course',150,Portuguese,'Higher Education - Degree','Secondary Education - 12th Year of Schooling or Eq.','Specialists in Intellectual and Scientific Activities','Installation and Machine Operators and Assembly Workers',3.094736842105264,1,0,0,1,0,0,0.3773584905660377,1.75,2.1153846153846154,1.6666666666666665,1.9230769230769231,3.8410596026490067,0.0,1.0526315789473684,1.9565217391304348,2.2727272727272725,2.0,3.7692306822485233,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'Change of course',1,'Journalism and Communication',1,'Secondary education',126,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic education 1st cycle (4th/5th year) or equiv.','Intermediate Level Technicians and Professions',Student,0.7894736842105263,0,0,1,1,0,0,0.2830188679245283,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.5320087417218544,0.0,0.0,1.3043478260869565,1.2121212121212122,1.5,3.4102564213017756,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,Transfer,1,'Veterinary Nursing',1,'Secondary education',133.1,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','12th Year of Schooling - Not Completed','Administrative staff','Administrative staff',1.747368421052631,0,0,0,1,0,0,0.660377358490566,1.25,2.1153846153846154,3.2222222222222223,1.7307692307692308,3.178807947019868,2.5,1.0526315789473684,2.1739130434782608,3.1818181818181817,2.25,3.3803419219921094,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'1st phase - general contingent',1,Equinculture,1,'Secondary education',127,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Administrative staff',1.3368421052631583,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,1.0,1.153846153846154,4.006622516556291,0.0,0.0,1.3043478260869565,1.3636363636363635,1.5,3.7692306822485233,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
single,'2nd phase - general contingent',1,Nursing,1,'Secondary education',160,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Armed Forces Professions',3.0526315789473686,1,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,0.7777777777777778,1.153846153846154,3.474613774834437,0.0,0.0,1.5217391304347827,1.0606060606060606,1.5,3.5314102646597636,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,'1st phase - general contingent',1,'Journalism and Communication',1,'Secondary education',121,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Skilled Workers in Industry; Construction and Craftsmen','Unskilled Workers',1.2052631578947373,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.3995584105960264,0.0,0.0,1.3043478260869565,1.0606060606060606,1.5,3.1410256582840237,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'Technological specialization diploma holders',1,'Social Service',1,'Technological specialization course',150,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic education 1st cycle (4th/5th year) or equiv.','Administrative staff','Installation and Machine Operators and Assembly Workers',2.663157894736842,1,0,0,1,0,1,0.2830188679245283,0.75,1.153846153846154,0.6666666666666666,1.153846153846154,3.5320087417218544,0.0,0.5263157894736842,1.3043478260869565,0.9090909090909092,1.5,3.814102565828403,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
single,'1st phase - general contingent',6,Nursing,1,'Secondary education',117,Portuguese,'Higher Education - Master','Other - 11th Year of Schooling','Personal Services; Security and Safety Workers and Sellers','Unskilled Workers',1.3052631578947365,1,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,0.7777777777777778,1.346153846153846,3.676064370860927,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,4.216826825765535,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'1st phase - general contingent',6,Nursing,1,'Secondary education',141,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Armed Forces Professions',1.6736842105263157,1,0,0,1,0,0,0.09433962264150943,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,3.4289499337748346,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,3.4849999965000005,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'2nd phase - general contingent',1,'Basic Education',1,'Secondary education',112,Portuguese,'Higher Education - Bachelor Degree','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Intermediate Level Technicians and Professions','Unskilled Workers',0.5842105263157892,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.888888888888889,0.9615384615384616,3.2671080794701983,0.0,0.0,1.3043478260869565,1.2121212121212122,1.25,2.9615383931952683,0.0,4.593023255813954,3.9999999999999996,0.0,Enrolled
single,'1st phase - general contingent',1,Nursing,1,'Secondary education',148,Portuguese,'Higher Education - Degree','Higher Education - Degree','Specialists in Intellectual and Scientific Activities','Specialists in Intellectual and Scientific Activities',2.2263157894736847,1,0,0,1,0,0,0.18867924528301885,0.0,1.346153846153846,0.7777777777777778,1.153846153846154,3.779249536423841,0.0,0.0,1.5217391304347827,1.0606060606060606,1.5,3.841025642130178,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,'1st phase - general contingent',2,'Advertising and Marketing Management',1,'Secondary education',120,Portuguese,'Higher Education - Degree','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Personal Services; Security and Safety Workers and Sellers',1.0789473684210527,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.888888888888889,0.9615384615384616,3.443708609271523,0.0,0.0,1.3043478260869565,1.2121212121212122,1.25,3.7692306822485233,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
single,'1st phase - general contingent',2,Nursing,1,'Secondary education',132,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Personal Services; Security and Safety Workers and Sellers','Skilled Workers in Industry; Construction and Craftsmen',1.7105263157894737,1,0,0,1,0,0,0.2830188679245283,0.0,1.5384615384615385,0.888888888888889,1.5384615384615385,3.306953642384106,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,3.361009537822857,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'1st phase - general contingent',2,'Oral Hygiene',1,'Secondary education',125,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Intermediate Level Technicians and Professions',1.1210526315789473,1,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,0.888888888888889,1.346153846153846,3.5572373509933772,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,4.1225960587093216,0.0,5.0,1.2222222222222223,2.0739762219286657,Graduate
married,'2nd phase - general contingent',3,'Social Service (evening attendance)',0,'Secondary education',123,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Intermediate Level Technicians and Professions','Intermediate Level Technicians and Professions',0.9578947368421054,0,0,1,0,0,0,0.09433962264150943,0.0,1.153846153846154,1.0,0.576923076923077,2.825607152317881,0.0,0.0,1.3043478260869565,1.8181818181818183,0.0,0.0,0.0,0.0,3.777777777777778,2.892998678996037,Dropout
single,'1st phase - general contingent',1,'Basic Education',1,'Secondary education',142,Portuguese,'Other - 11th Year of Schooling','Other - 11th Year of Schooling','Unskilled Workers','Administrative staff',1.9789473684210523,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.888888888888889,0.9615384615384616,4.079470198675496,0.0,0.0,1.3043478260869565,1.0606060606060606,1.25,3.2846153088165697,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,'1st phase - general contingent',4,Nursing,1,'Secondary education',148,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic education 1st cycle (4th/5th year) or equiv.','Administrative staff','Installation and Machine Operators and Assembly Workers',1.9473684210526314,1,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,0.7777777777777778,1.153846153846154,3.562913907284768,0.0,0.0,1.5217391304347827,1.0606060606060606,1.5,3.6211537625887598,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,'2nd phase - general contingent',5,Nursing,1,'Secondary education',136,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Installation and Machine Operators and Assembly Workers',1.857894736842106,1,0,0,1,0,1,0.09433962264150943,0.0,1.346153846153846,0.7777777777777778,1.153846153846154,3.337748344370861,0.0,0.0,1.5217391304347827,1.0606060606060606,1.5,3.3923076140236708,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,'1st phase - general contingent',4,Nursing,1,'Secondary education',123,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Armed Forces Professions',1.142105263157895,1,0,0,1,0,0,0.2830188679245283,0.0,1.346153846153846,0.7777777777777778,1.346153846153846,3.307473907284768,0.0,0.0,1.7391304347826086,1.8181818181818183,2.0,3.4831729965421623,0.0,5.0,1.2222222222222223,2.0739762219286657,Graduate
single,'1st phase - general contingent',2,'Communication Design',1,'Secondary education',135,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',2.0526315789473686,1,0,0,1,0,1,0.4716981132075472,0.0,1.153846153846154,1.1111111111111112,0.9615384615384616,2.8609271523178808,0.0,0.0,1.3043478260869565,1.0606060606060606,1.25,3.446153766627221,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'Change of course',1,'Advertising and Marketing Management',1,'Secondary education',151,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Representatives of the Legislative Power and Executive Bodies; Directors; Directors and Executive Managers','Representatives of the Legislative Power and Executive Bodies; Directors; Directors and Executive Managers',0.2631578947368421,0,0,1,1,0,0,0.2830188679245283,0.0,1.153846153846154,1.3333333333333333,0.9615384615384616,3.2317880794701987,0.0,0.0,1.3043478260869565,1.2121212121212122,1.25,3.9307691400591738,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Enrolled
single,'Technological specialization diploma holders',1,'Veterinary Nursing',1,'Technological specialization course',140,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Intermediate Level Technicians and Professions','Skilled Workers in Industry; Construction and Craftsmen',2.3684210526315788,1,0,0,1,0,0,0.2830188679245283,0.5,1.153846153846154,1.222222222222222,0.9615384615384616,3.7615894039735096,0.0,0.0,1.3043478260869565,1.8181818181818183,0.5,3.634615300739647,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Enrolled
single,'1st phase - general contingent',2,'Social Service',1,'Secondary education',136,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Installation and Machine Operators and Assembly Workers',2.3263157894736834,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.6644590728476825,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.7692306822485233,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'1st phase - general contingent',1,'Basic Education',1,'Secondary education',142,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Representatives of the Legislative Power and Executive Bodies; Directors; Directors and Executive Managers',1.9789473684210523,0,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.888888888888889,0.9615384615384616,3.390728476821192,0.0,0.0,1.3043478260869565,2.121212121212121,0.75,2.692307630177517,0.0,1.0465116279069773,0.0,0.6208718626155876,Enrolled
single,'2nd phase - general contingent',3,Management,1,'Secondary education',142,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Representatives of the Legislative Power and Executive Bodies; Directors; Directors and Executive Managers',1.810526315789474,0,0,0,1,0,0,0.09433962264150943,0.0,0.9615384615384616,0.5555555555555556,0.9615384615384616,3.496688741721854,0.0,0.0,1.0869565217391304,0.9090909090909092,1.0,3.3653845377218956,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'2nd phase - general contingent',1,'Advertising and Marketing Management',1,'Secondary education',127,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Administrative staff','Skilled Workers in Industry; Construction and Craftsmen',1.6105263157894734,0,0,1,1,0,1,0.09433962264150943,0.0,1.153846153846154,0.7777777777777778,0.19230769230769232,3.708609271523179,0.0,0.0,1.3043478260869565,0.9090909090909092,0.0,0.0,0.0,4.593023255813954,3.9999999999999996,0.0,Dropout
single,'2nd phase - general contingent',1,'Social Service',1,'Secondary education',131,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Armed Forces Professions',1.8052631578947376,0,0,0,1,0,0,0.18867924528301885,1.0,1.5384615384615385,0.888888888888889,1.5384615384615385,3.6754966887417218,0.0,0.2631578947368421,1.3043478260869565,1.2121212121212122,1.25,3.7692306822485233,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'1st phase - general contingent',1,'Veterinary Nursing',1,'Secondary education',134,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Administrative staff',1.7578947368421054,1,0,0,1,0,1,0.18867924528301885,0.0,0.9615384615384616,0.7777777777777778,0.9615384615384616,3.3112582781456954,0.0,0.0,1.0869565217391304,1.2121212121212122,1.25,3.4230769210059178,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'2nd phase - general contingent',2,'Journalism and Communication',1,'Secondary education',142,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Unskilled Workers',2.363157894736842,0,0,0,1,0,1,0.09433962264150943,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.5572373509933772,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.3653845377218956,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
single,'1st phase - general contingent',1,'Communication Design',1,'Secondary education',123,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Personal Services; Security and Safety Workers and Sellers',1.5684210526315787,0,0,0,0,0,1,0.09433962264150943,0.0,1.153846153846154,0.7777777777777778,0.9615384615384616,3.125827814569537,0.0,0.0,1.3043478260869565,1.0606060606060606,1.25,3.4999999192307714,0.0,0.7558139534883725,2.4444444444444446,5.0,Enrolled
single,'2nd phase - general contingent',3,Nursing,1,'Secondary education',133,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Unskilled Workers',1.763157894736842,1,0,0,1,0,1,0.09433962264150943,0.0,1.346153846153846,0.7777777777777778,1.346153846153846,3.9386943046357614,0.0,0.0,1.7391304347826086,1.3636363636363635,2.0,4.06837594457594,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'1st phase - general contingent',4,Nursing,1,'Secondary education',125,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Representatives of the Legislative Power and Executive Bodies; Directors; Directors and Executive Managers','Representatives of the Legislative Power and Executive Bodies; Directors; Directors and Executive Managers',1.1999999999999997,1,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,1.1111111111111112,1.346153846153846,3.4516556291390725,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,3.558894148640905,0.0,4.593023255813954,3.9999999999999996,0.0,Graduate
single,'2nd phase - general contingent',1,'Advertising and Marketing Management',1,'Secondary education',120,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Skilled Workers in Industry; Construction and Craftsmen',1.057894736842105,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.85998119205298,0.0,0.0,1.3043478260869565,1.0606060606060606,1.5,3.320512654142016,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'2nd phase - general contingent',2,'Social Service',1,'Secondary education',125,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Intermediate Level Technicians and Professions','Intermediate Level Technicians and Professions',1.2105263157894737,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,1.0,0.9615384615384616,2.9139072847682117,0.0,0.0,1.3043478260869565,1.3636363636363635,1.0,3.028846083949706,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'Over 23 years old',1,Nursing,1,'Basic education 3rd cycle (9th/10th/11th year) or equivalent',133.1,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Administrative staff',1.3157894736842104,0,0,0,1,0,1,0.7547169811320754,0.0,1.5384615384615385,0.888888888888889,1.5384615384615385,3.5410596026490064,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,3.598942224639795,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'1st phase - general contingent',4,Nursing,1,'Secondary education',133.1,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.294736842105263,1,0,0,1,0,1,0.18867924528301885,0.0,1.346153846153846,0.7777777777777778,1.153846153846154,3.3929358940397347,0.0,0.0,1.7391304347826086,1.6666666666666665,1.75,3.4530767664674595,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'2nd phase - general contingent',6,Nursing,1,'Secondary education',143,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Intermediate Level Technicians and Professions','Intermediate Level Technicians and Professions',2.0105263157894733,1,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,0.7777777777777778,1.346153846153846,3.687038675496689,0.0,0.0,1.7391304347826086,1.3636363636363635,2.0,3.7389422214090255,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'2nd phase - general contingent',1,Equinculture,1,'Secondary education',147,Portuguese,'Higher Education - Master','Secondary Education - 12th Year of Schooling or Eq.','Specialists in Intellectual and Scientific Activities','Armed Forces Professions',2.4631578947368427,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.888888888888889,1.153846153846154,3.443708609271523,0.0,0.0,1.3043478260869565,1.3636363636363635,1.0,3.446153766627221,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
married,'1st phase - general contingent',1,Nursing,1,'Secondary education',142,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Administrative staff','Personal Services; Security and Safety Workers and Sellers',1.857894736842106,0,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,0.7777777777777778,1.153846153846154,3.6247239735099335,0.0,0.0,1.5217391304347827,1.0606060606060606,1.5,3.6839741842159808,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,'Over 23 years old',1,'Veterinary Nursing',1,'Secondary education',150,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Armed Forces Professions',0.2631578947368421,0,0,0,1,0,0,0.660377358490566,0.25,1.153846153846154,1.222222222222222,0.9615384615384616,3.443708609271523,0.0,0.2631578947368421,1.3043478260869565,1.8181818181818183,0.25,3.23076915621302,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Dropout
single,'1st phase - general contingent',2,'Journalism and Communication',1,'Secondary education',124,Portuguese,'Higher Education - Degree','Higher Education - Degree','Intermediate Level Technicians and Professions','Administrative staff',1.0315789473684207,1,0,0,1,0,0,0.3773584905660377,0.0,1.153846153846154,0.888888888888889,0.9615384615384616,3.390728476821192,0.0,0.0,1.3043478260869565,1.0606060606060606,1.25,3.015384545798818,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'1st phase - general contingent',2,Tourism,1,'Secondary education',136,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Administrative staff',1.4947368421052634,1,0,0,1,0,1,0.09433962264150943,0.0,1.153846153846154,1.0,1.153846153846154,3.5950805298013244,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.275641039792899,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'1st phase - general contingent',1,'Social Service',1,'Secondary education',116,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',1.1263157894736846,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.48785880794702,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.5448718028106514,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
married,'1st phase - general contingent',1,'Communication Design',1,'Secondary education',127,Portuguese,'Other - 11th Year of Schooling','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.4842105263157896,0,0,0,1,0,1,0.2830188679245283,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.9735099337748343,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.903846063757399,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'1st phase - general contingent',1,'Communication Design',1,'Secondary education',117,Portuguese,'Higher Education - Master','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Intermediate Level Technicians and Professions','Personal Services; Security and Safety Workers and Sellers',1.5105263157894737,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.355408476821192,0.0,0.0,1.3043478260869565,1.2121212121212122,1.25,3.069230698402369,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'1st phase - general contingent',2,'Journalism and Communication',1,'Secondary education',116,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Skilled Workers in Industry; Construction and Craftsmen',1.7157894736842103,1,0,0,1,0,1,0.18867924528301885,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.6707663576158946,0.0,0.0,1.3043478260869565,1.0606060606060606,1.5,3.538461418343198,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Dropout
single,'1st phase - general contingent',4,Nursing,1,'Secondary education',129,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',1.1631578947368417,1,0,0,1,0,0,1.2264150943396226,0.0,1.346153846153846,0.7777777777777778,1.346153846153846,3.892147549668874,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,4.02836529165311,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
